id,SFR__Msol_per_yr,SFR_err,Mstar__Msol,Mstar_err,Lbolo__Lsol,Lbolo_err,Lold_unatt__Lsol,Lold_unatt_err,Lyoung_unatt__Lsol,Lyoung_unatt_err,Lold_abs__Lsol,Lold_abs_err,Lyoung_abs__Lsol,Lyoung_abs_err,Afuv,Afuv_err,Av_b90,Av_b90_err,Mdust__Msol,Mdust_err,Ldust__Lsol,Ldust_err,Umin,Umin_err,Tdust__K,Tdust_err,qhac,qhac_err,gamma,gamma_err,red_chi2,t
NGC5667,1.545,0.1306,4971000000,1398000000,17390000000,869700000,11320000000,566200000,6070000000,513300000,1984000000,0,3594000000,0,0.882,0.088,0.188,0.055,7597000,1085000,5578000000,424200000,3.499,0.714,22.72,0.801,0.058,0.011,0.005,0.003,0.491,6.2
NGC5668,2.682,0.167,7647000000,1810000000,32770000000,1638000000,22220000000,1111000000,10540000000,656400000,2966000000,0,5682000000,0,0.713,0.094,0.138,0.034,29170000,5736000,8649000000,974600000,1.382,0.463,19.35,1.121,0.094,0.024,0.007,0.005,0.539,6.9
NGC5669,0.619,0.04943,2245000000,563900000,8084000000,404200000,5652000000,282600000,2433000000,194300000,685900000,0,1256000000,0,0.678,0.089,0.128,0.034,5311000,846900,1942000000,191600000,1.749,0.446,20.15,0.887,0.081,0.02,0.004,0.003,0.673,6
NGC5689,0.02891,0.02024,113700000000,11790000000,47350000000,2368000000,47240000000,2362000000,113600000,79550000,1932000000,0,52950000,0,0.435,0.154,0.093,0.013,3031000,1424000,1985000000,236300000,3.997,2.353,23.25,2.364,0.057,0.021,0.001,0.001,0.391,0.4
NGC5690,1.337,0.2943,8515000000,2437000000,20890000000,1044000000,15630000000,1301000000,5256000000,1157000000,6106000000,0,4661000000,0,2.78,0.205,0.667,0.131,13340000,1179000,10770000000,677500000,3.722,0.718,22.96,0.765,0.093,0.016,0.004,0.002,0.665,5.2
NGC5691,2.268,0.1807,9296000000,2504000000,28170000000,1408000000,19250000000,962700000,8913000000,710100000,4367000000,0,7287000000,0,1.643,0.095,0.283,0.044,5374000,360100,11650000000,582700000,9.974,0.69,27.23,0.326,0.06,0.003,0.006,0.002,0.709,1.2
NGC5693,0.6187,0.1129,5310000000,1329000000,13000000000,650200000,10570000000,528600000,2432000000,443700000,1495000000,0,1502000000,0,0.881,0.136,0.177,0.053,6904000,11460000,2997000000,482100000,5.258,6.985,24.38,5.592,0.092,0.029,0.009,0.007,0.304,6.9
NGC5701,0.3804,0.1047,78900000000,6655000000,45520000000,2276000000,44030000000,2201000000,1495000000,411400000,1689000000,0,608400000,0,0.445,0.121,0.076,0.012,24390000,5705000,2297000000,201000000,0.445,0.116,15.91,0.716,0.117,0.033,0.003,0.004,0.55,-0.3
NGC5705,0.3976,0.0299,2393000000,328800000,6305000000,315300000,4742000000,237100000,1563000000,117500000,421800000,0,720500000,0,0.552,0.063,0.102,0.029,7023000,1922000,1142000000,112300000,0.813,0.259,17.66,0.972,0.061,0.017,0.005,0.004,0.446,6.6
NGC5713,1.992,0.1659,7281000000,2156000000,22550000000,1127000000,14720000000,762300000,7828000000,651800000,6134000000,0,6957000000,0,3.03,0.152,0.633,0.093,5583000,330300,13090000000,654500000,9.842,0.785,27.16,0.374,0.029,0.017,0.017,0.003,0.74,4
NGC5719,1.145,0.3913,50890000000,10420000000,44700000000,2235000000,40200000000,2401000000,4499000000,1538000000,15110000000,0,4173000000,0,3.664,0.387,0.934,0.119,17680000,2653000,19280000000,2049000000,5.122,1.348,24.27,1.103,0.062,0.016,0.007,0.004,1.01,2.3
NGC5728,1.909,0.5316,63720000000,17340000000,55810000000,2790000000,48300000000,3255000000,7504000000,2089000000,13170000000,0,6315000000,0,2.001,0.186,0.564,0.067,13660000,1473000,19480000000,974100000,5.855,0.585,24.83,0.429,0.06,0.003,0.016,0.003,0.839,1.2
NGC5740,1.81,0.2515,29470000000,4601000000,33790000000,1689000000,26670000000,1334000000,7113000000,988500000,4929000000,0,5708000000,0,1.616,0.17,0.291,0.054,14000000,1735000,10640000000,705800000,3.388,0.637,22.59,0.733,0.075,0.02,0.008,0.003,0.537,3
NGC5746,0.06515,0.1695,295200000000,36590000000,104500000000,5225000000,104300000000,5213000000,256000000,666200000,17710000000,0,206200000,0,1.52,0.427,0.446,0.037,75330000,9276000,17920000000,895800000,1.141,0.158,18.72,0.447,0.099,0.016,0.001,0.001,0.341,3
NGC5750,0.2232,0.1168,58510000000,8364000000,35570000000,1779000000,34700000000,1735000000,877400000,459000000,2788000000,0,525800000,0,0.723,0.251,0.16,0.021,8174000,843900,3314000000,223200000,1.967,0.217,20.57,0.393,0.076,0.022,0.001,0.001,1.07,0.4
NGC5777,1.524,0.2938,60800000000,13540000000,41000000000,2050000000,35020000000,1751000000,5989000000,1155000000,9796000000,0,5079000000,0,2.199,0.345,0.612,0.065,25230000,4541000,14880000000,1619000000,2.841,0.809,21.92,1.078,0.097,0.021,0.003,0.003,0.512,3.2
NGC5850,0.6248,0.1231,40800000000,4535000000,28220000000,1411000000,25760000000,1288000000,2456000000,483900000,2111000000,0,1443000000,0,0.831,0.128,0.15,0.034,18450000,3166000,3554000000,329300000,0.823,0.198,17.69,0.734,0.162,0.028,0.006,0.005,0.531,3.1
NGC5866,0.03104,0.02666,67750000000,7738000000,37850000000,1892000000,37720000000,1886000000,122000000,104800000,3226000000,0,86960000,0,0.836,0.263,0.19,0.014,4556000,407800,3313000000,182400000,3.581,0.491,22.81,0.54,0.069,0.019,0,0.001,0.905,-1.3
NGC5899,3.798,1.082,80470000000,14070000000,93500000000,4675000000,78570000000,3929000000,14930000000,4252000000,21920000000,0,13380000000,0,2.69,0.346,0.527,0.077,61710000,12060000,35300000000,4351000000,2.663,0.88,21.67,1.237,0.101,0.012,0.007,0.005,1.043,5.2
NGC5907,3.042,0.3694,90050000000,17610000000,70840000000,3542000000,58890000000,2944000000,11960000000,1452000000,19390000000,0,10820000000,0,2.633,0.132,0.747,0.076,70960000,3563000,30220000000,1511000000,1.998,0.1,20.62,0.178,0.1,0.005,0.001,0.001,0.491,5.2
NGC5953,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1
NGC5954,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.9
NGC6143,4.877,0.557,23480000000,6455000000,62340000000,3117000000,43180000000,2573000000,19170000000,2189000000,10040000000,0,15540000000,0,1.616,0.109,0.304,0.056,41230000,8837000,25580000000,1309000000,2.922,0.73,22.02,0.951,0.101,0.006,0.005,0.003,0.415,4
NGC6221,3.11,0.5457,17680000000,5221000000,38400000000,2626000000,26180000000,2044000000,12220000000,2145000000,10060000000,0,10790000000,0,2.899,0.186,0.618,0.108,9754000,1109000,20850000000,1998000000,8.55,2.321,26.51,1.243,0.061,0.007,0.021,0.008,0.678,4.9
NGC6300,13.67,6.68,14840000000,7462000000,107500000000,39120000000,53810000000,13010000000,53730000000,26250000000,4414000000,0,12190000000,0,0.457,0.577,0.098,0.116,6385000,1303000,16600000000,3918000000,13.48,5.989,28.68,2.201,0.029,0.018,0.007,0.008,0.32,3.1
NGC6673,0.1356,0.2066,9643000000,3826000000,6796000000,1804000000,6263000000,1150000000,532900000,812200000,12070000,0,1655000,0,0.021,0.031,0.004,0.007,7012,23070,13720000,19090000,19.97,25.17,30.69,6.682,0.2,0.117,0.078,0.139,1.274,-3.8
NGC6703,0.002919,0.005619,120300000000,17580000000,44870000000,2244000000,44860000000,2243000000,11470000,22080000,357000000,0,1564000,0,0.073,0.087,0.018,0.02,1127000,2591000,358500000,389200000,15.29,23.24,29.31,7.695,0.205,0.118,0.079,0.139,0.055,-2.8
NGC6798,0.06928,0.052,52140000000,10330000000,25310000000,1265000000,25040000000,1252000000,272300000,204400000,530500000,0,68780000,0,0.228,0.154,0.045,0.027,2892000,3894000,599300000,342800000,7.859,16.13,26.13,9.262,0.183,0.111,0.03,0.081,0.207,-1.9
NGC6814,2.817,0.5006,81600000000,21120000000,72770000000,3638000000,61690000000,4277000000,11070000000,1968000000,8799000000,0,7642000000,0,1.114,0.157,0.247,0.059,34340000,6975000,16440000000,2004000000,2.016,0.765,20.66,1.354,0.128,0.032,0.014,0.008,0.133,4
NGC6822,0.01268,0.001904,117200000,49950000,222900000,11340000,173100000,17880000,49840000,7483000,11970000,0,17550000,0,0.399,0.05,0.081,0.024,58560,14240,29530000,2183000,2.695,0.772,21.72,1.074,0.028,0.017,0.001,0.001,0.618,9.8
NGC6946,7.07,0.5588,27190000000,8509000000,74300000000,3715000000,46510000000,3304000000,27790000000,2196000000,12210000000,0,22610000000,0,1.567,0.086,0.363,0.062,29860000,5403000,34830000000,1741000000,5.445,1.039,24.52,0.808,0.1,0.005,0.004,0.002,1.031,5.9
NGC7090,0.45,0.08716,5780000000,2088000000,8142000000,435100000,6373000000,607500000,1769000000,342600000,1392000000,0,1401000000,0,1.638,0.158,0.329,0.072,6761000,878100,2792000000,207800000,1.942,0.411,20.52,0.75,0.066,0.014,0.005,0.002,0.563,5
NGC7172,0.2718,0.7446,138400000000,48060000000,65060000000,7992000000,63990000000,6265000000,1068000000,2926000000,23960000000,0,871200000,0,4.154,1.862,1.224,0.375,18000000,1049000,24830000000,1242000000,5.957,0.376,24.91,0.272,0.1,0.005,0.008,0.002,1.069,0.6
NGC7213,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
NGC7314,1.147,0.1803,14440000000,4633000000,20480000000,1024000000,15970000000,1294000000,4506000000,708700000,3464000000,0,3133000000,0,1.296,0.145,0.33,0.067,12310000,1382000,6598000000,547200000,2.139,0.56,20.87,0.943,0.103,0.011,0.016,0.005,0.628,4
NGC7320,0.1228,0.02053,926200000,185000000,2454000000,122700000,1971000000,98560000,482800000,80680000,235000000,0,244600000,0,0.656,0.078,0.145,0.031,1160000,131700,479700000,27160000,2.051,0.354,20.72,0.618,0.064,0.012,0.001,0.001,1.357,6.5
NGC7331,4.276,1.308,94130000000,18470000000,116200000000,5812000000,99430000000,4972000000,16810000000,5140000000,31220000000,0,14820000000,0,2.803,0.28,0.612,0.078,61490000,3075000,46040000000,2302000000,3.499,0.175,22.72,0.196,0.1,0.005,0.001,0.001,0.446,3.9
NGC7463,0.9454,0.1328,3582000000,1084000000,11090000000,554300000,7370000000,368500000,3716000000,522100000,1709000000,0,2797000000,0,1.448,0.295,0.283,0.063,3244000,489900,4505000000,316000000,6.31,1.49,25.16,1.026,0.042,0.02,0.011,0.005,0.575,3.1
NGC7465,1.308,0.3547,12090000000,3375000000,21180000000,1059000000,16040000000,874900000,5141000000,1394000000,3978000000,0,4102000000,0,1.859,0.435,0.368,0.101,5023000,831500,8080000000,485900000,6.594,1.624,25.35,1.078,0.055,0.017,0.019,0.007,0.457,-1.8
NGC7552,34.95,9.511,72700000000,22100000000,303000000000,58870000000,165700000000,23110000000,137300000000,37380000000,96620000000,0,127300000000,0,4.05,0.358,1.081,0.207,35640000,6139000,224000000000,58580000000,28.94,15.47,32.73,3.022,0.02,0.001,0.023,0.016,1.157,2.4
NGC7582,5.05,1.037,49860000000,17150000000,89150000000,4458000000,69310000000,4831000000,19850000000,4076000000,37760000000,0,18060000000,0,3.912,0.196,1.322,0.103,20260000,1013000,55820000000,2791000000,10.1,0.841,27.29,0.392,0.02,0.001,0.031,0.002,0.743,2.1
NGC7625,1.849,0.5383,11890000000,3139000000,27130000000,3022000000,19870000000,1791000000,7266000000,2116000000,8236000000,0,6602000000,0,3.216,0.401,0.745,0.126,9037000,1773000,14840000000,2940000000,7.35,3.775,25.83,2.291,0.048,0.019,0.019,0.009,1.069,1
NGC7667,0.1516,0.01112,295900000,58870000,1462000000,73090000,866000000,43300000,595700000,43720000,41970000,0,122900000,0,0.21,0.058,0.043,0.017,71840,111100,164800000,45580000,31.3,26.22,33.17,4.799,0.029,0.025,0.007,0.025,0.602,8.7
NGC7689,2.545,0.2437,9046000000,3022000000,27590000000,1763000000,17590000000,1685000000,10000000000,957600000,3370000000,0,6242000000,0,0.962,0.132,0.219,0.058,17920000,3929000,9612000000,1388000000,2.537,0.929,21.49,1.359,0.121,0.023,0.006,0.005,0.598,5.9
NGC7690,0.6462,0.0918,9772000000,2178000000,11510000000,575500000,8970000000,617600000,2539000000,360800000,1518000000,0,1789000000,0,1.212,0.126,0.257,0.068,2849000,484300,3306000000,332900000,5.559,1.452,24.61,1.11,0.08,0.021,0.004,0.003,0.55,2.9
NGC7694,0.1414,0.0197,990700000,211300000,2346000000,117300000,1790000000,89520000,555900000,77430000,320800000,0,397300000,0,1.169,0.13,0.239,0.063,1032000,206200,718100000,81570000,3.3,1.02,22.49,1.201,0.025,0.014,0.01,0.005,0.536,10
NGC7710,0.006949,0.005188,11030000000,1473000000,5764000000,288200000,5736000000,286800000,27310000,20390000,176300000,0,10220000,0,0.308,0.177,0.064,0.029,2685000,2155000,186500000,85640000,1.837,7.491,20.33,14.32,0.16,0.1,0.012,0.042,0.314,-1.6
NGC7714,6.056,0.3155,8768000000,2109000000,49770000000,2489000000,25970000000,1299000000,23800000000,1240000000,10800000000,0,20180000000,0,2.041,0.139,0.559,0.062,2270000,866300,30990000000,1602000000,57.54,18.23,36.85,2.016,0.02,0.001,0.032,0.006,1.472,3.1
NGC7715,0.151,0.007686,1169000000,58440000,3582000000,179100000,2989000000,149500000,593400000,30210000,24530000,0,32460000,0,0.046,0.04,0.009,0.008,567800,1259000,57000000,48860000,10.52,19.95,27.48,8.999,0.153,0.113,0.057,0.118,2.356,9.6
NGC7716,0.9066,0.1448,28600000000,5048000000,28670000000,1433000000,25110000000,1255000000,3563000000,569200000,2263000000,0,2061000000,0,0.797,0.104,0.148,0.036,13220000,2551000,4324000000,427300000,1.541,0.437,19.72,0.967,0.121,0.028,0.003,0.003,0.634,3
NGC7721,3.416,0.6152,30900000000,6740000000,52710000000,2636000000,39290000000,1964000000,13420000000,2418000000,8405000000,0,10650000000,0,1.555,0.154,0.31,0.063,55160000,10890000,19060000000,2186000000,1.549,0.5,19.74,1.101,0.117,0.021,0.008,0.005,0.643,4.9
NGC7755,2.525,0.3728,30350000000,12240000000,41060000000,2053000000,31140000000,2808000000,9924000000,1465000000,6203000000,0,6896000000,0,1.243,0.098,0.293,0.074,29140000,2507000,13100000000,677800000,2.001,0.269,20.63,0.479,0.112,0.022,0.005,0.003,0.339,5
NGC7757,0.3981,0.02261,1191000000,106800000,5115000000,255800000,3551000000,177500000,1565000000,88870000,440600000,0,988300000,0,0.855,0.058,0.125,0.025,2938000,512000,1429000000,101600000,2.389,0.672,21.27,1.033,0.067,0.017,0.003,0.003,1.257,5.3
NGC7764,0.956,0.204,3346000000,1118000000,10230000000,1258000000,6471000000,675400000,3757000000,801900000,906300000,0,1971000000,0,0.696,0.202,0.146,0.063,5940000,2506000,2877000000,1142000000,2.851,3.807,21.93,5.057,0.051,0.027,0.037,0.025,0.444,9.4
NGC7793,0.4631,0.02837,1964000000,595300000,5301000000,265000000,3480000000,267400000,1820000000,111500000,503600000,0,1049000000,0,0.799,0.068,0.168,0.043,3610000,328600,1552000000,77620000,2.055,0.322,20.73,0.561,0.097,0.015,0.001,0.001,0.78,7.4
PGC007045,0.01689,0.01368,4388000000,770500000,3053000000,152700000,2987000000,149300000,66400000,53770000,478900000,0,55210000,0,1.619,0.404,0.343,0.046,1512000,342100,534100000,59690000,1.687,0.459,20.03,0.941,0.101,0.026,0.004,0.004,0.289,0
PGC008962,0.09298,0.01052,526300000,236600000,1310000000,65520000,944900000,70410000,365400000,41330000,20360000,0,43400000,0,0.112,0.069,0.022,0.016,233200,444400,63770000,40650000,14.14,22.54,28.92,7.958,0.145,0.105,0.083,0.139,0.579,6.9
PGC009485,1.452,0.3275,11330000000,2384000000,19140000000,1970000000,13440000000,859600000,5708000000,1287000000,2540000000,0,4182000000,0,1.271,0.275,0.25,0.08,1489000,4395000,6722000000,1972000000,45.58,27.33,35.4,3.665,0.039,0.022,0.019,0.046,0.719,0.3
PGC012608,0.1288,0.02023,917000000,348300000,2012000000,153200000,1505000000,224800000,506300000,79510000,23730000,0,48190000,0,0.087,0.064,0.017,0.015,358000,587900,71920000,54130000,9.674,18.49,27.08,8.938,0.175,0.115,0.051,0.11,0.356,9
PGC013058,0.02198,0.0099,596600000,152000000,1215000000,66090000,1129000000,95350000,86390000,38910000,91990000,0,41880000,0,0.503,0.127,0.108,0.03,319300,209700,133900000,28960000,2.816,2.404,21.88,3.226,0.105,0.049,0.003,0.006,0.399,-4.5
PGC013084,0.006977,0.002205,2430000000,517900000,1049000000,52470000,1022000000,51100000,27420000,8668000,7339000,0,2589000,0,0.085,0.078,0.015,0.014,60720,134300,9928000,8914000,13.27,22.18,28.6,8.256,0.203,0.117,0.077,0.137,0.441,-2
PGC013097,0.004135,0.003187,877300000,234800000,534200000,31800000,517900000,36490000,16250000,12520000,22500000,0,5503000,0,0.374,0.437,0.081,0.1,57140,113000,28010000,34450000,14,21.06,28.87,7.499,0.161,0.12,0.054,0.118,0.831,-2.2
PGC013146,0.005924,0.003841,1302000000,297200000,777300000,38870000,754000000,39130000,23280000,15100000,7454000,0,2426000,0,0.093,0.111,0.018,0.023,31270,74410,9880000,11810000,15.08,22.87,29.24,7.656,0.177,0.119,0.072,0.133,0.658,-2.8
PGC013230,0.0009971,0.0008098,1408000000,304700000,891200000,44560000,887300000,44360000,3919000,3183000,19100000,0,1115000,0,0.198,0.219,0.043,0.045,116900,378000,20210000,21340000,14.87,23.16,29.17,7.847,0.168,0.118,0.088,0.146,0.255,-2.4
PGC013343,0.001159,0.0008212,1683000000,351800000,1163000000,58140000,1158000000,57920000,4555000,3227000,43880000,0,1987000,0,0.343,0.215,0.076,0.04,670300,543800,45870000,23640000,2.182,8.009,20.94,13.27,0.179,0.1,0.014,0.045,0.478,-2.8
PGC013635,0.01762,0.004369,1236000000,209900000,816700000,40830000,747500000,51570000,69250000,17170000,45990000,0,30320000,0,0.53,0.19,0.114,0.041,348300,294600,76310000,25070000,2.009,4.139,20.64,7.347,0.137,0.075,0.009,0.025,0.446,-5
PGC027066,0.1389,0.08355,4104000000,1868000000,5712000000,811500000,5166000000,1029000000,545900000,328400000,606100000,0,329100000,0,0.829,0.35,0.18,0.086,20440000,10650000,935200000,313300000,0.419,1.891,15.75,12.27,0.142,0.087,0.004,0.013,0.313,6.9
PGC028759,0.0005685,3.008E-05,465000,414000,4304000,328400,2070000,334000,2234000,118200,39620,0,139100,0,0.059,0.067,0.014,0.017,890,2599,178700,205800,14.79,23.02,29.14,7.835,0.195,0.118,0.076,0.137,0.897,10
PGC029653,0.007779,0.0003889,3784000,1991000,56380000,2819000,25810000,1717000,30570000,1529000,110800,0,481000,0,0.015,0.02,0.004,0.005,2732,5833,591800,819100,10.28,19.72,27.37,9.069,0.203,0.115,0.073,0.133,0.873,9.9
PGC034407,0.001391,0.001132,1030000000,240700000,750600000,37530000,745200000,37260000,5466000,4448000,32960000,0,2438000,0,0.38,0.326,0.081,0.066,431500,446100,35400000,30810000,4.022,12.26,23.27,12.25,0.114,0.101,0.025,0.075,0.746,-1.3
PGC039052,0.05452,0.02124,3666000000,746900000,3574000000,178700000,3360000000,168000000,214300000,83470000,316500000,0,132400000,0,0.79,0.241,0.156,0.045,1359000,1387000,448900000,124300000,4.97,9.881,24.14,8.289,0.159,0.082,0.012,0.033,0.875,5.2
PGC039799,0.003514,0.0005451,18900000,5714000,52600000,2630000,38790000,2194000,13810000,2142000,777300,0,1628000,0,0.106,0.121,0.02,0.024,2728,6984,2406000,2939000,20.31,25.5,30.78,6.674,0.193,0.119,0.08,0.141,0.669,9
PGC040045,0.0006842,0.0003657,38130000,8243000,82160000,4108000,79480000,4239000,2689000,1437000,885500,0,267500,0,0.061,0.08,0.014,0.018,3708,10530,1153000,1567000,16.24,23.78,29.62,7.488,0.183,0.119,0.073,0.134,0.84,9.4
PGC040074,0.005271,0.006839,119900000,42170000,212300000,31350000,191600000,9582000,20710000,26880000,1835000,0,1055000,0,0.059,0.074,0.013,0.016,5893,17110,2891000,3581000,17.41,24.44,29.98,7.267,0.204,0.118,0.091,0.149,1.198,-5
PGC040547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.4
PGC040659,0.02541,0.01353,173400000000,33270000000,99070000000,4954000000,98970000000,4949000000,99850000,53180000,446500000,0,7365000,0,0.045,0.029,0.01,0.006,1161000,1972000,453900000,276600000,13.41,21.81,28.65,8.047,0.192,0.114,0.083,0.138,1.237,-5
PGC040759,0.004668,0.001021,714200000,137800000,398700000,19930000,380300000,19020000,18350000,4013000,2648000,0,1488000,0,0.074,0.076,0.013,0.014,18040,46740,4136000,4266000,15.36,23.5,29.33,7.751,0.203,0.118,0.081,0.14,0.751,-5
PGC040819,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3
PGC040821,3.78E-07,1.693E-07,390400,77900,312700,15630,311200,15560,1485,665.4,4058,0,257.2,0,0.106,0.138,0.023,0.028,11.82,30.41,4315,5405,16.1,23.59,29.57,7.486,0.204,0.118,0.079,0.139,0.592,-5
PGC041994,0.03282,0.004547,73690000,80260000,292700000,56100000,163700000,56590000,129000000,17870000,5918000,0,17600000,0,0.132,0.144,0.031,0.037,91900,252300,23520000,27710000,15.1,23.16,29.25,7.746,0.21,0.118,0.08,0.14,0.492,8
PGC042068,0.001551,0.0004992,170400000,28680000,197700000,9887000,191700000,9583000,6097000,1962000,1721000,0,545600,0,0.063,0.059,0.013,0.013,8217,19780,2266000,2088000,16.87,24.28,29.81,7.413,0.183,0.117,0.069,0.13,0.64,10
PGC042147,0.0005623,0.0004883,122000000,38310000,118700000,9866000,116400000,9492000,2210000,1919000,4622000,0,801500,0,0.276,0.307,0.062,0.069,34190,84680,5424000,6393000,13.81,22.53,28.8,8.117,0.197,0.118,0.07,0.131,0.6,1.6
PGC042160,0.0836,0.006149,519400000,82080000,1322000000,66120000,993800000,49690000,328600000,24170000,53070000,0,92770000,0,0.3,0.064,0.059,0.021,495800,252100,145800000,29240000,1.703,0.967,20.06,1.968,0.038,0.028,0.008,0.01,0.538,9.5
PGC042902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5
PGC043526,0.2885,0.04022,2025000000,707700000,4334000000,230400000,3200000000,370300000,1134000000,158100000,192300000,0,347800000,0,0.335,0.062,0.067,0.022,2577000,1004000,540100000,87130000,1.185,0.552,18.84,1.517,0.024,0.013,0.004,0.005,0.627,10
PGC044532,0.2754,0.01463,360400000,115300000,2427000000,121300000,1345000000,67230000,1082000000,57490000,80350000,0,242200000,0,0.234,0.032,0.051,0.016,277900,103900,322500000,36390000,6.83,3.086,25.5,1.99,0.021,0.006,0.001,0.001,3.579,9
PGC046875,0.1286,0.2534,2120000000,1090000000,2427000000,1550000000,1922000000,608200000,505400000,995800000,124000000,0,62150000,0,0.69,1.074,0.166,0.274,1051000,1587000,186200000,168600000,10,18.92,27.24,8.902,0.132,0.111,0.036,0.094,0.442,9
PGC065367,7.658E-05,2.907E-05,1701000,372300,3781000,280200,3480000,372300,301000,114300,85970,0,55310,0,0.146,0.098,0.03,0.021,373.8,795.2,141300,94120,17.63,23.2,30.04,6.826,0.121,0.103,0.024,0.075,0.483,9.9
PGC072006,0.1527,0.01398,987100000,189500000,2475000000,123800000,1875000000,93740000,600200000,54940000,56660000,0,104200000,0,0.169,0.062,0.033,0.016,3600000,2209000,160900000,58480000,0.874,5.097,17.88,18.01,0.108,0.08,0.011,0.032,0.389,9
PGC090942,0.02788,0.008979,313100000,252500000,575100000,220900000,465500000,249700000,109600000,35290000,6889000,0,11160000,0,0.089,0.106,0.019,0.024,81860,221000,18050000,22500000,14.71,23.06,29.12,7.881,0.187,0.119,0.084,0.143,2.275,5.9
PGC091228,0.01658,0.002481,104100000,73110000,194100000,28590000,128900000,30390000,65170000,9750000,4705000,0,11270000,0,0.172,0.15,0.039,0.039,99400,218500,15970000,14740000,13.18,22.15,28.57,8.293,0.198,0.117,0.082,0.141,0.503,7.4
PGC093080,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.6
PGC093119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.2
PGC166069,0.01866,0.02726,125200000,69600000,227200000,162700000,153900000,57020000,73340000,107100000,15600000,0,9960000,0,1.129,1.194,0.271,0.288,290500,360500,25560000,6451000,1.921,5.793,20.48,10.67,0.096,0.065,0.004,0.019,0.425,10
PGC166071,1.232,3.003,32040000000,14580000000,29470000000,18560000000,24630000000,7250000000,4841000000,11800000000,639200000,0,315400000,0,0.248,0.407,0.056,0.093,3008000,7725000,954500000,1117000000,15.81,23.46,29.48,7.555,0.19,0.118,0.07,0.131,0.12,10
PGC166077,0.007279,0.000738,13720000,7178000,64170000,4937000,35560000,5643000,28610000,2901000,1341000,0,4102000,0,0.146,0.047,0.033,0.015,117800,52990,5443000,1559000,0.32,0.358,15.03,2.905,0.051,0.042,0.005,0.006,0.428,10
PGC166755,3.115,3.353,10840000000,5213000000,32060000000,19730000000,19810000000,6699000000,12240000000,13180000000,2304000000,0,2431000000,0,1.173,1.384,0.27,0.33,15430000,7982000,4736000000,704600000,1.906,1.749,20.46,3.242,0.093,0.026,0.003,0.004,0.138,5
PGC166861,0.01231,0.01551,577900000,383900000,497500000,152700000,449200000,154600000,48390000,60950000,96850000,0,34160000,0,2.242,2.155,0.588,0.614,150600,340200,131000000,92310000,24.21,25.92,31.73,5.868,0.105,0.106,0.038,0.101,0.582,-5
PGC2807061,0.0001751,0.0005144,9905000,4683000,7234000,3486000,6546000,1856000,688200,2022000,50800,0,13980,0,0.123,0.431,0.029,0.119,245.8,733.1,64790,70320,15.43,23.51,29.36,7.725,0.206,0.118,0.089,0.146,0.459,10
SDSSJ121727.85+071937.6,0.003728,0.0009525,80640000,44160000,84490000,10290000,69830000,10090000,14650000,3743000,2673000,0,3716000,0,0.253,0.218,0.051,0.049,17760,42760,6389000,6001000,16.21,23.9,29.61,7.539,0.221,0.115,0.1,0.154,0.704,5
SDSSJ140638.13+545947.6,0.05809,0.011,1446000000,543400000,1306000000,89450000,1078000000,78540000,228300000,43230000,94420000,0,110200000,0,0.625,0.213,0.131,0.059,1663000,1377000,204600000,78960000,1.239,2.189,18.99,5.794,0.102,0.076,0.006,0.015,0.821,9
UGC00300,0.02185,0.00286,218600000,71750000,411500000,20570000,325600000,16280000,85870000,11240000,3102000,0,5335000,0,0.056,0.053,0.011,0.011,49210,112700,8437000,8132000,13.26,21.92,28.6,8.161,0.183,0.118,0.064,0.125,0.73,10
UGC00313,0.2117,0.03432,2141000000,509800000,4216000000,210800000,3384000000,169200000,831900000,134900000,484300000,0,519100000,0,0.909,0.162,0.193,0.053,2494000,932700,1003000000,172500000,2.18,0.983,20.94,1.631,0.065,0.025,0.004,0.005,0.889,4.3
